City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,san patricio,28.017,-97.5169,15.92,81,100,1.82,US,1705632818
288,kemin,42.7846,75.6892,-1.89,54,39,3.55,KG,1705632819
289,nishinoomote,30.7333,131.0,16.31,100,75,3.09,JP,1705632820
290,xinyi,22.373,110.9475,23.92,57,8,1.31,CN,1705632821
291,capao da canoa,-29.7456,-50.0097,23.15,92,24,5.46,BR,1705632821
292,formosa do rio preto,-11.0483,-45.1931,24.89,61,42,1.22,BR,1705632822
293,afaahiti,-17.75,-149.2833,28.93,82,52,4.42,PF,1705632823
294,la paz,-16.5,-68.15,13.99,77,75,2.57,BO,1705632556
295,khamharia,20.9833,82.2667,19.21,71,61,1.91,IN,1705632824
296,brookings,44.3114,-96.7984,-17.16,77,75,7.72,US,1705632825
297,mutsu,41.2894,141.2169,1.11,67,74,3.17,JP,1705632826
298,diano marina,43.9103,8.0793,15.87,95,89,4.51,IT,1705632776
299,jiangyou,31.7667,104.7167,11.52,58,100,1.6,CN,1705632827
300,viedma,-40.8135,-62.9967,16.4,71,0,1.74,AR,1705632828
301,bakanas,44.8081,76.2772,-4.84,82,90,4.78,KZ,1705632829
302,pukchil-lodongjagu,40.2019,125.7483,-0.21,74,12,1.9,KP,1705632829
303,bara,10.3744,10.7288,16.27,23,0,3.03,NG,1705632830
304,vahdat,38.5563,69.0135,2.41,75,75,0.0,TJ,1705632831
305,tangshan,39.6333,118.1833,-1.47,15,100,3.92,CN,1705632832
306,adrar,20.5022,-10.0711,17.17,12,3,3.69,MR,1705632832
307,tailai,46.3833,123.4,-14.61,50,3,4.3,CN,1705632833
308,forster,-32.1667,152.5167,27.99,45,100,6.4,AU,1705632834
309,egilsstadir,65.2653,-14.3948,-12.05,67,0,2.57,IS,1705632834
310,buala,-8.145,159.5921,28.39,84,98,5.34,SB,1705632835
311,rawson,-43.3002,-65.1023,16.25,61,0,2.95,AR,1705632619
312,sur,22.5667,59.5289,21.07,73,12,1.04,OM,1705632836
313,island harbour,50.724,-1.2758,0.52,72,0,3.03,GB,1705632837
314,muromtsevo,56.3724,75.2418,-16.5,91,100,3.27,RU,1705632838
315,at taj,24.2049,23.2857,11.38,30,0,2.04,LY,1705632838
316,fayzabad,37.1166,70.58,2.36,43,100,2.99,AF,1705632839
317,cockburn town,21.4612,-71.1419,25.83,84,3,9.45,TC,1705632840
318,arteche,12.2645,125.4048,26.67,83,97,4.7,PH,1705632840
319,phongsali,21.6833,102.1058,16.54,54,52,0.38,LA,1705632841
320,luc-la-primaube,44.3144,2.5355,-0.64,93,100,4.63,FR,1705632842
321,lompoc,34.6391,-120.4579,14.32,84,0,2.57,US,1705632843
322,truckee,39.328,-120.1833,5.54,81,0,0.0,US,1705632786
323,prado,-17.3411,-39.2208,25.22,86,43,3.8,BR,1705632844
324,sarangani,5.4033,125.4636,27.52,78,63,9.75,PH,1705632845
325,watsa,3.0372,29.5355,17.34,44,90,0.44,CD,1705632846
326,springwood,-27.6118,153.129,34.25,64,49,2.24,AU,1705632847
327,amesbury,42.8584,-70.9301,-1.66,70,98,0.45,US,1705632847
328,natal,-5.795,-35.2094,27.12,78,20,3.09,BR,1705632620
329,sernancelhe,40.921,-7.5123,8.5,96,100,2.99,PT,1705632848
330,khorixas,-20.3667,14.9667,18.2,43,0,1.17,,1705632849
331,palembang,-2.9167,104.7458,27.05,83,40,4.63,ID,1705632850
332,sao joao da barra,-21.6403,-41.0511,24.39,89,87,7.17,BR,1705632851
333,tibagi,-24.5094,-50.4136,21.07,95,100,0.3,BR,1705632851
334,yoloten,37.2989,62.3597,5.6,68,100,2.81,TM,1705632852
335,sines,37.9562,-8.8698,14.05,84,100,3.58,PT,1705632852
336,nemuro,43.3236,145.575,-1.15,61,86,6.2,JP,1705632853
337,penzance,50.1186,-5.5371,-0.62,58,6,0.83,GB,1705632854
338,chaohu,31.6,117.8667,5.21,91,100,4.41,CN,1705632854
339,podborany,50.2294,13.4119,-2.77,94,100,2.09,CZ,1705632855
340,harper,4.375,-7.7169,26.13,83,9,2.21,LR,1705632856
341,paradip garh,20.3167,86.6167,21.63,79,90,5.63,IN,1705632856
342,sisimiut,66.9395,-53.6735,-14.56,94,21,4.21,GL,1705632857
343,poiares,40.2103,-8.2575,10.77,96,100,3.79,PT,1705632858
344,jarocin,51.9727,17.5026,-6.27,94,30,3.87,PL,1705632858
345,hadibu,12.65,54.0333,23.58,73,2,3.63,YE,1705632859
346,dalhart,36.0595,-102.5133,-1.99,74,0,8.75,US,1705632860
347,mykolayiv,46.9659,31.9974,6.49,95,100,5.0,UA,1705632860
348,esil,51.9556,66.4042,-18.74,100,94,2.05,KZ,1705632861
349,seme,15.1942,-12.9448,24.99,12,0,4.71,SN,1705632861
350,georgetown,5.4112,100.3354,30.53,72,20,4.12,MY,1705632862
351,saint-leu,-21.15,55.2833,23.48,81,100,1.24,RE,1705632864
352,carovigno,40.708,17.655,15.9,82,22,4.11,IT,1705632864
353,aasiaat,68.7098,-52.8699,-15.23,97,100,1.98,GL,1705632865
354,masina,-4.3836,15.3914,22.05,93,31,0.48,CD,1705632865
355,salalah,17.0151,54.0924,25.05,29,0,5.14,OM,1705632866
356,arkhangel'sk,64.5401,40.5433,-9.94,92,100,6.0,RU,1705632867
357,diu,20.7141,70.9822,20.02,48,0,4.11,IN,1705632868
358,taourirt,34.4073,-2.8973,16.2,46,100,2.58,MA,1705632868
359,nagqu,31.5,92.0,-11.47,34,5,2.14,CN,1705632869
360,rey bouba,8.6724,14.1786,18.5,16,0,0.2,CM,1705632870
361,minsk mazowiecki,52.1794,21.5725,-2.76,96,100,3.15,PL,1705632871
362,barysh,53.6553,47.1123,-5.75,82,100,9.83,RU,1705632871
363,damara,4.9608,18.7035,20.41,25,5,0.96,CF,1705632636
364,katsuren-haebaru,26.3369,127.8719,26.43,57,75,4.12,JP,1705632873
365,palmeira,-25.4294,-50.0064,19.94,95,100,0.97,BR,1705632873
366,basco,20.4487,121.9702,24.41,79,65,8.87,PH,1705632874
367,lazaro cardenas,17.9583,-102.2,25.69,71,100,1.8,MX,1705632875
368,pisco,-13.7,-76.2167,21.03,88,0,7.2,PE,1705632875
369,berdigestyakh,62.0989,126.6992,-33.22,96,100,2.12,RU,1705632876
370,ta`u,-14.2336,-169.5144,28.33,80,89,5.24,AS,1705632876
371,praia da vitoria,38.7333,-27.0667,14.31,87,20,3.56,PT,1705632877
372,l'aquila,42.365,13.3935,11.52,73,99,4.47,IT,1705632878
373,ewo,-0.8725,14.8206,25.78,49,88,1.16,CG,1705632879
374,opuwo,-18.0607,13.84,18.61,53,11,0.13,,1705632880
375,lesnoy,57.6198,63.0784,-24.53,100,26,1.99,RU,1705632880
376,lionel town,17.8101,-77.2406,27.94,82,0,2.85,JM,1705632881
377,las tablas,7.7667,-80.2833,26.43,83,73,7.27,PA,1705632795
378,kulhudhuffushi,6.6221,73.07,26.62,73,0,3.93,MV,1705632882
379,suoyarvi,62.0833,32.35,-8.07,95,100,4.11,RU,1705632883
380,turkmenbasy,40.0222,52.9552,0.43,93,0,3.09,TM,1705632884
381,zhangye,38.9342,100.4517,-3.14,50,89,3.35,CN,1705632884
382,wabag,-5.4781,143.7021,20.67,63,100,0.63,PG,1705632885
383,broken hill,-31.95,141.4333,26.96,25,0,3.68,AU,1705632885
384,santa rosa misiones,-26.8667,-56.85,25.28,81,8,1.97,PY,1705632886
385,yei,4.095,30.6779,20.62,38,79,0.97,SS,1705632887
386,oyama,36.3,139.8,12.04,55,73,1.54,JP,1705632888
387,childress,34.4264,-100.204,5.14,42,0,3.09,US,1705632752
388,zaozersk,69.4005,32.4476,-18.11,99,95,1.05,RU,1705632889
389,knyaze-volkonskoye,48.4642,135.4567,-16.81,91,32,3.13,RU,1705632890
390,mahanoro,-19.9,48.8,24.15,88,100,2.85,MG,1705632891
391,mili,6.0815,171.735,27.7,84,100,7.33,MH,1705632891
392,slobodskoy,58.7322,50.1772,-14.08,88,100,6.52,RU,1705632892
393,pandan,14.0453,124.1694,27.15,76,29,5.99,PH,1705632892
394,richards bay,-28.783,32.0377,19.34,81,26,4.26,ZA,1705632893
395,yanggu,36.1106,115.7753,0.55,56,100,6.26,CN,1705632894
396,badger,64.8,-147.5333,-21.67,82,75,0.0,US,1705632894
397,bure,10.7,37.0667,12.99,77,73,1.15,ET,1705632895
398,benito juarez,19.385,-99.165,19.91,40,40,4.12,MX,1705632895
399,berwick-upon-tweed,55.7833,-2.0,1.13,68,75,9.64,GB,1705632896
400,kanniyakumari,8.0833,77.5667,26.81,76,24,5.18,IN,1705632897
401,tralee,52.2704,-9.7026,-0.27,80,6,2.27,IE,1705632898
402,waddan,29.1614,16.139,15.76,15,16,2.12,LY,1705632898
403,horta,38.5333,-28.6333,14.45,87,100,9.83,PT,1705632899
404,luau,-10.7073,22.2247,18.0,92,92,1.66,AO,1705632900
405,klaksvik,62.2266,-6.589,-1.49,71,100,3.93,FO,1705632900
406,ferndown,50.8074,-1.8998,3.01,78,0,2.49,GB,1705632702
407,okhotsk,59.3833,143.3,-22.36,96,100,3.65,RU,1705632902
408,nova sintra,14.8667,-24.7167,20.03,77,98,11.03,CV,1705632902
409,yadrin,55.9405,46.2062,-5.5,94,100,9.28,RU,1705632903
410,fedorovka,53.6314,62.7078,-26.4,100,78,1.34,KZ,1705632904
411,kili,5.6439,169.1211,27.86,80,100,6.18,MH,1705632905
412,gizo,-8.103,156.8419,28.83,81,100,7.51,SB,1705632905
413,dhamar,14.5427,44.4051,11.27,70,50,1.5,YE,1705632906
414,buckeye,33.3703,-112.5838,18.03,38,0,0.0,US,1705632907
415,isna,25.2934,32.554,11.01,30,1,3.91,EG,1705632907
416,rengasdengklok,-6.1592,107.2981,25.07,77,100,3.45,ID,1705632908
417,eyl,7.9803,49.8164,22.21,77,0,5.55,SO,1705632908
418,tosontsengel,48.7567,98.2839,-19.24,95,100,0.95,MN,1705632909
419,luganville,-15.5333,167.1667,30.64,73,59,1.38,VU,1705632910
420,hengshui,37.7322,115.7011,0.33,52,100,4.51,CN,1705632911
421,saint-louis,16.3333,-15.0,20.73,30,7,3.48,SN,1705632911
422,millau,44.0833,2.9167,2.79,86,100,2.35,FR,1705632912
423,buloh kasap,2.5536,102.764,30.49,76,80,2.3,MY,1705632913
424,goynuk,40.4003,30.7883,7.56,88,100,2.86,TR,1705632913
425,callao,-12.0667,-77.15,24.84,83,40,6.17,PE,1705632914
426,ciudad lazaro cardenas,17.9583,-102.2,25.69,71,100,1.8,MX,1705632915
427,bull savanna,17.8868,-77.5902,23.56,81,0,2.88,JM,1705632916
428,saint-jean-d'angely,45.95,-0.5167,-0.83,82,8,3.05,FR,1705632917
429,talara,-4.5772,-81.2719,24.42,83,75,7.72,PE,1705632917
430,novyy urgal,51.0736,132.5642,-25.84,87,89,0.71,RU,1705632918
431,banket,-17.3833,30.4,17.04,96,100,3.59,ZW,1705632919
432,vilyuchinsk,52.9306,158.4028,-5.85,90,100,3.52,RU,1705632919
433,kashin,57.3592,37.6081,-9.13,98,100,2.28,RU,1705632920
434,maceio,-9.6658,-35.7353,25.69,94,40,2.06,BR,1705632921
435,haiku-pauwela,20.9219,-156.3051,26.2,73,20,5.14,US,1705632922
436,machachi,-0.5,-78.5667,12.72,92,90,2.46,EC,1705632923
437,chernihiv,51.0,32.0,0.78,100,100,1.73,UA,1705632923
438,timbuktu,16.7735,-3.0074,19.35,13,10,4.48,ML,1705632924
439,promissao,-21.5367,-49.8581,27.31,52,98,1.35,BR,1705632925
440,chalinze,-6.6378,38.354,23.0,82,98,1.62,TZ,1705632925
441,kizhinga,51.8462,109.9097,-22.32,91,72,0.85,RU,1705632926
442,mermoz boabab,14.7065,-17.4758,22.31,80,91,6.75,SN,1705632926
443,cloquet,46.7216,-92.4594,-17.23,72,0,3.09,US,1705632927
444,angaur state,6.906,134.13,28.02,81,100,9.66,PW,1705632928
445,pocone,-16.2567,-56.6228,26.96,60,43,2.03,BR,1705632928
446,muli,2.9167,73.5667,26.82,71,34,4.39,MV,1705632929
447,vilhena,-12.7406,-60.1458,21.29,93,92,1.28,BR,1705632930
448,garh maharaja,30.8339,71.9053,11.65,27,0,0.82,PK,1705632930
449,port saint john's,-31.6229,29.5448,17.96,68,55,1.59,ZA,1705632931
450,tarawa,1.419,172.984,32.05,66,40,3.6,KI,1705632932
451,dwarka,22.2394,68.9678,20.76,51,16,4.32,IN,1705632932
452,bardai,11.65,7.2333,14.17,22,0,4.16,NG,1705632933
453,bandarbeyla,9.4942,50.8122,23.54,75,1,5.79,SO,1705632934
454,iwanai,42.9744,140.5089,-1.48,68,88,2.29,JP,1705632934
455,al-hamdaniya,36.2715,43.3737,9.48,76,82,2.01,IQ,1705632935
456,cananea,30.95,-110.3,10.79,32,0,1.11,MX,1705632936
457,naracoorte,-36.9579,140.7383,25.2,29,98,0.36,AU,1705632936
458,kailua-kona,19.6406,-155.9956,27.77,74,20,4.12,US,1705632938
459,kochubey,44.3861,46.5825,6.11,79,100,10.65,RU,1705632938
460,palikir - national government center,6.9248,158.1611,30.47,74,75,5.14,FM,1705632901
461,fort-shevchenko,44.5086,50.263,1.6,82,2,10.85,KZ,1705632940
462,palora,-1.7,-77.9333,19.53,95,91,0.87,EC,1705632940
463,piacabucu,-10.4056,-36.4344,26.4,81,0,4.84,BR,1705632941
464,lucapa,-8.4192,20.7447,16.91,95,17,0.92,AO,1705632941
465,quepos,9.4236,-84.1652,26.11,78,44,1.0,CR,1705632942
466,ambodifotatra,-16.9833,49.85,25.72,83,100,6.47,MG,1705632943
467,ugoofaaru,5.6667,73.0,26.53,71,0,3.03,MV,1705632943
468,rikaze,29.25,88.8833,-2.93,32,0,1.49,CN,1705632944
469,puerto baquerizo moreno,-0.9,-89.6,24.87,88,61,3.4,EC,1705632944
470,imbituba,-28.24,-48.6703,25.48,95,77,3.17,BR,1705632946
471,castro,-24.7911,-50.0119,19.98,92,100,1.18,BR,1705632946
472,talcahuano,-36.7167,-73.1167,14.82,67,0,6.17,CL,1705632947
473,baotou,40.6522,109.8222,-1.69,95,100,3.74,CN,1705632948
474,queenstown,-31.8976,26.8753,10.83,90,41,1.03,ZA,1705632948
475,dek'emhare,15.07,39.0475,13.2,89,69,1.41,ER,1705632949
476,westport,41.1415,-73.3579,0.74,69,100,2.57,US,1705632950
477,geraldton,-28.7667,114.6,25.23,53,1,6.69,AU,1705632950
478,mbuji-mayi,-6.15,23.6,21.11,89,87,0.46,CD,1705632951
479,sambava,-14.2667,50.1667,25.16,85,100,1.32,MG,1705632952
480,naze,28.3667,129.4833,20.51,72,82,6.66,JP,1705632952
481,tabou,4.423,-7.3528,26.19,83,3,2.25,CI,1705632953
482,kapuskasing,49.4169,-82.4331,-20.95,77,75,2.57,CA,1705632954
483,akureyri,65.6835,-18.0878,-19.04,84,100,2.06,IS,1705632954
484,shache,38.4167,77.2406,-1.83,51,4,1.23,CN,1705632955
485,aur,8.1499,171.1687,26.11,89,100,7.64,MH,1705632956
486,cuatro cienegas de carranza,26.9833,-102.0833,18.52,24,100,1.78,MX,1705632956
487,mildura,-34.2,142.15,27.26,40,5,0.18,AU,1705632957
488,saminaka,10.414,8.6828,15.26,23,0,2.15,NG,1705632958
489,ceerigaabo,10.6162,47.368,13.82,30,0,1.48,SO,1705632959
490,aykhal,66.0,111.5,-34.49,99,32,1.82,RU,1705632959
491,chernyshevskiy,63.0128,112.4714,-43.6,100,80,0.92,RU,1705632960
492,aden,12.7794,45.0367,25.52,64,71,3.42,YE,1705632960
493,shatrovo,56.5167,64.6333,-25.68,100,49,1.84,RU,1705632961
494,totness,5.8833,-56.3167,25.84,82,6,6.03,SR,1705632962
495,nabire,-3.3667,135.4833,29.81,70,72,2.57,ID,1705632962
496,kokoda,-8.8785,147.7407,28.71,77,100,1.56,PG,1705632963
497,'ain el melh,34.8415,4.1638,13.79,26,100,2.95,DZ,1705632964
498,lafiagi,8.8667,5.4167,21.79,19,0,0.59,NG,1705632964
499,strazhitsa,43.2333,25.9667,3.89,81,79,1.74,BG,1705632965
500,aromashevo,56.8602,68.6375,-19.2,100,98,1.23,RU,1705632966
501,manokwari,-0.8667,134.0833,27.96,74,100,3.41,ID,1705632721
502,perene,-10.9492,-75.2261,20.43,98,100,0.54,PE,1705632967
503,sokoni,-6.4333,39.55,27.92,87,100,3.28,TZ,1705632968
504,ghat,24.9647,10.1728,15.94,10,79,0.63,LY,1705632968
505,shingu,33.7333,135.9833,16.2,58,100,1.77,JP,1705632969
506,stephenville,32.2207,-98.2023,10.08,40,0,2.06,US,1705632970
507,chamical,-30.36,-66.314,27.02,46,46,0.74,AR,1705632971
508,buzdyak,54.5833,54.55,-18.96,98,93,2.99,RU,1705632972
509,umluj,25.0213,37.2685,21.49,34,30,3.73,SA,1705632973
510,morondava,-20.2833,44.2833,25.52,91,98,3.38,MG,1705632973
511,miyaly,48.8844,53.7836,-11.29,94,39,3.84,KZ,1705632974
512,vikulovo,56.8167,70.6107,-15.0,94,100,2.19,RU,1705632975
513,itacarambi,-15.1022,-44.0919,21.91,55,54,0.72,BR,1705632975
514,bodaybo,57.8506,114.1933,-23.92,97,100,0.19,RU,1705632976
515,laojunmiao,39.8333,97.7333,-7.14,64,76,4.61,CN,1705632977
516,grand falls-windsor,48.9332,-55.6649,-6.94,72,100,4.92,CA,1705632977
517,mizdah,31.4451,12.9801,14.13,20,96,3.8,LY,1705632978
518,hilo,19.7297,-155.09,25.85,83,75,4.63,US,1705632979
519,undurkhaan,47.3194,110.6556,-17.1,83,100,2.34,MN,1705632980
520,bequimao,-2.4489,-44.7825,23.63,95,5,0.63,BR,1705632981
521,el nido,11.1858,119.3956,27.64,74,79,7.5,PH,1705632981
522,berezovyy,51.6667,135.7,-19.08,79,100,0.41,RU,1705632982
523,valdivia,-39.8142,-73.2459,16.05,73,0,1.46,CL,1705632983
524,okha,53.5739,142.9478,-23.2,92,31,4.81,RU,1705632983
525,brigantine,39.4101,-74.3646,1.68,74,100,1.54,US,1705632984
526,staro nagorichane,42.1981,21.8286,5.69,86,50,0.97,MK,1705632984
527,oranjemund,-28.55,16.4333,17.87,82,0,3.87,,1705632986
528,kinablangan,7.6947,126.5503,27.35,82,100,2.8,PH,1705632986
529,taruma,-22.7467,-50.5772,25.4,62,94,1.4,BR,1705632987
530,mhamid,29.82,-5.72,16.65,11,100,2.17,MA,1705632987
531,el jadid,33.2549,-8.506,17.37,87,100,13.31,MA,1705632988
532,nikolayevsk-on-amure,53.1406,140.73,-19.92,68,65,1.07,RU,1705632989
533,nata,8.3333,-80.5167,27.1,84,61,4.26,PA,1705632991
534,sandnessjoen,66.0217,12.6316,-15.71,68,97,4.54,NO,1705632991
535,alcoy,38.7054,-0.4743,12.28,77,72,1.39,ES,1705632992
536,san pedro de ycuamandiyu,-24.0917,-57.0764,30.34,54,58,2.44,PY,1705632993
537,idri,27.5,13.2667,13.4,16,5,1.29,LY,1705632993
538,mount pearl,47.5166,-52.7813,-4.92,80,40,14.92,CA,1705632994
539,gidam,18.9833,81.4,20.83,57,84,0.57,IN,1705632995
540,dinguiraye,11.3,-10.7167,21.4,17,0,0.57,GN,1705632995
541,margate,51.3813,1.3862,-0.73,81,3,2.24,GB,1705632996
542,staroshcherbinovskaya,46.6311,38.6742,5.52,79,100,5.49,RU,1705632997
543,howrah,22.5892,88.3103,17.0,94,100,2.57,IN,1705632998
544,gladstone,-23.85,151.25,34.88,66,40,5.66,AU,1705632998
545,pumiao,22.75,108.4833,21.22,74,90,4.83,CN,1705632999
546,luang prabang,19.8856,102.1347,19.98,83,40,0.0,LA,1705633000
547,nantucket,41.2835,-70.0995,0.08,64,100,9.08,US,1705633000
548,levelland,33.5873,-102.378,12.33,41,0,4.42,US,1705633001
549,gazli,40.1333,63.45,3.31,56,96,3.02,UZ,1705633002
550,kuqa,41.7278,82.9364,-4.35,63,0,2.07,CN,1705633002
551,antsiranana,-12.2787,49.2917,25.96,88,100,6.8,MG,1705633003
552,panshan,41.1881,122.0494,-7.17,33,73,8.38,CN,1705633004
553,wynyard,-41.0,145.7167,19.85,52,98,5.71,AU,1705633004
554,kuala tungkal,-0.8167,103.4667,24.37,94,100,2.68,ID,1705633005
555,chimore,-16.9833,-65.1333,23.43,99,97,0.6,BO,1705633006
556,coralville,41.6764,-91.5805,-10.28,88,100,5.14,US,1705632765
557,cabo san lucas,22.8909,-109.9124,22.09,70,0,1.67,MX,1705632594
558,boyolangu,-8.1181,111.8935,26.91,82,96,3.84,ID,1705633008
559,balkanabat,39.5108,54.3671,4.77,82,7,3.54,TM,1705633008
560,bealanana,-14.55,48.7333,18.6,96,99,1.34,MG,1705633009
561,artova,40.1158,36.3001,4.77,80,100,3.3,TR,1705633010
562,ebon,4.582,168.6964,28.16,77,100,3.72,MH,1705633010
563,port isabel,26.0734,-97.2086,16.71,86,0,0.0,US,1705633012
564,tazacorte,28.629,-17.9293,17.54,68,40,2.06,ES,1705633013
565,lhokseumawe,5.1801,97.1507,27.91,74,96,1.09,ID,1705633013
566,stanthorpe,-28.6667,151.95,28.57,61,0,2.91,AU,1705633014
567,kavieng,-2.5744,150.7967,29.09,74,95,4.64,PG,1705633015
568,shalkar,47.8288,59.6258,-16.46,98,65,1.92,KZ,1705633016
569,anaconda,46.1285,-112.9423,-15.45,96,100,1.21,US,1705633017
570,port mathurin,-19.6833,63.4167,27.43,80,77,9.12,MU,1705633017
571,malpica,43.3228,-8.8105,9.07,71,100,9.08,ES,1705633018
572,poso,-1.3959,120.7524,29.84,68,85,3.36,ID,1705633019
573,urengoy,65.9667,78.3667,-12.77,93,100,6.68,RU,1705633020
574,remedios,22.4947,-79.5458,23.57,88,17,3.83,CU,1705633021
575,plasencia,40.0312,-6.0885,11.84,98,100,2.64,ES,1705633021
